tokens,ner_tags
"['Blood', 'Group', 'B-', 'Organ', 'Donor', 'NO']","[13, 13, 13, 14, 14, 14]"
"['KL12', '1602454789', 'Issued', 'on', '08-04-2009', 'Expires', 'on', '08-11-2020']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Permanent', 'Address', '9631', 'Gutierrez', 'Bypass', 'Suite', '087', 'Christinaland,', 'VI', '19993', 'Present', 'Address', '87884', 'Chavez', 'Port', 'West', 'Kimberly,', 'NH', '46142']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Blood', 'Group', 'O-', 'Organ', 'Donor', 'YES']","[13, 13, 13, 14, 14, 14]"
"['Emergency', 'Contact', '+1-268-268-6274x823']","[17, 17, 17]"
"['KL75', '2604060189', 'Issued', 'on', '03-08-2024', 'Expires', 'on', '17-06-2029']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Permanent', 'Address', '7595', 'Darrell', 'Fields', 'Apt.', '672', 'North', 'Maryfurt,', 'NV', '96429', 'Present', 'Address', '0828', 'Stacey', 'Terrace', 'Parkerville,', 'SD', '31955']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Jason', 'Nguyen', 'DOB', '09-07-2024']","[0, 0, 3, 3]"
"['Mark', 'Beck', 'DOB', '27-07-2012']","[0, 0, 3, 3]"
"['Emergency', 'Contact', '+1-315-396-3781x31915']","[17, 17, 17]"
"['KL78', '7408131889', 'Issued', 'on', '30-04-2029', 'Expires', 'on', '29-05-2013']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Permanent', 'Address', '47904', 'Gross', 'Haven', 'Brianstad,', 'TX', '72109', 'Present', 'Address', '394', 'Troy', 'Port', 'Port', 'Jacquelineland,', 'RI', '90374']","[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Permanent', 'Address', '98606', 'Patricia', 'Village', 'Kyleland,', 'NE', '84214', 'Present', 'Address', '17729', 'Martin', 'Alley', 'Suite', '708', 'West', 'Joystad,', 'OH', '20630']","[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Permanent', 'Address', '9779', 'Miles', 'Fall', 'Yolandaton,', 'IN', '08197', 'Present', 'Address', '86175', 'Thompson', 'Drive', 'Suite', '947', 'Bakerville,', 'RI', '35953']","[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Permanent', 'Address', '325', 'Carol', 'Camp', 'Apt.', '026', 'East', 'Jose,', 'RI', '18050', 'Present', 'Address', 'Unit', '7770', 'Box', '8594', 'DPO', 'AP', '22183']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Christopher', 'Jensen', 'DOB', '18-06-2017']","[0, 0, 3, 3]"
"['Emergency', 'Contact', '001-354-734-4821x3801']","[17, 17, 17]"
"['Blood', 'Group', 'A+', 'Organ', 'Donor', 'NO']","[13, 13, 13, 14, 14, 14]"
"['Permanent', 'Address', '6941', 'Berg', 'Cove', 'Apt.', '985', 'Lindabury,', 'GA', '27342', 'Present', 'Address', '397', 'David', 'Island', 'Port', 'Luis,', 'TX', '94527']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Donald', 'King', 'DOB', '14-02-2010']","[0, 0, 3, 3]"
"['Emergency', 'Contact', '439-257-9656']","[17, 17, 17]"
"['Emergency', 'Contact', '433.650.0645x5804']","[17, 17, 17]"
"['Blood', 'Group', 'AB+', 'Organ', 'Donor', 'NO']","[13, 13, 13, 14, 14, 14]"
"['Blood', 'Group', 'B-', 'Organ', 'Donor', 'NO']","[13, 13, 13, 14, 14, 14]"
"['KL92', '7765534579', 'Issued', 'on', '13-08-2006', 'Expires', 'on', '22-05-2021']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Blood', 'Group', 'O-', 'Organ', 'Donor', 'YES']","[13, 13, 13, 14, 14, 14]"
"['Blood', 'Group', 'AB+', 'Organ', 'Donor', 'YES']","[13, 13, 13, 14, 14, 14]"
"['Permanent', 'Address', '625', 'Boyd', 'Summit', 'New', 'Jaime,', 'VA', '98694', 'Present', 'Address', '58736', 'Alexandra', 'Land', 'Suite', '822', 'Thomasborough,', 'VT', '87584']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Blood', 'Group', 'A+', 'Organ', 'Donor', 'YES']","[13, 13, 13, 14, 14, 14]"
"['KL29', '3857879268', 'Issued', 'on', '05-01-2008', 'Expires', 'on', '08-02-2019']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Emergency', 'Contact', '350.611.5327x034']","[17, 17, 17]"
"['Permanent', 'Address', 'USCGC', 'Woods', 'FPO', 'AA', '99738', 'Present', 'Address', '71379', 'Smith', 'Burgs', 'Suite', '382', 'Port', 'Gregoryberg,', 'SD', '29730']","[1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Blood', 'Group', 'B-', 'Organ', 'Donor', 'YES']","[13, 13, 13, 14, 14, 14]"
"['Emergency', 'Contact', '+1-796-857-5376x44512']","[17, 17, 17]"
"['KL33', '1433347157', 'Issued', 'on', '18-06-2010', 'Expires', 'on', '13-12-2010']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Blood', 'Group', 'A+', 'Organ', 'Donor', 'YES']","[13, 13, 13, 14, 14, 14]"
"['Blood', 'Group', 'A+', 'Organ', 'Donor', 'NO']","[13, 13, 13, 14, 14, 14]"
"['Emergency', 'Contact', '(808)334-6442']","[17, 17, 17]"
"['Anthony', 'Jones', 'DOB', '05-04-2028']","[0, 0, 3, 3]"
"['Permanent', 'Address', '69939', 'Morgan', 'Camp', 'Suite', '838', 'New', 'Donald,', 'MS', '19598', 'Present', 'Address', 'Unit', '8604', 'Box', '2785', 'DPO', 'AP', '65429']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['KL30', '2164270893', 'Issued', 'on', '18-10-2008', 'Expires', 'on', '23-02-2007']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Matthew', 'Walters', 'DOB', '16-06-2017']","[0, 0, 3, 3]"
"['KL55', '1117237338', 'Issued', 'on', '05-01-2018', 'Expires', 'on', '24-07-2025']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Emergency', 'Contact', '262-850-9694x12352']","[17, 17, 17]"
"['Kelly', 'Davis', 'DOB', '28-04-2005']","[0, 0, 3, 3]"
"['KL58', '5404162067', 'Issued', 'on', '11-11-2020', 'Expires', 'on', '01-08-2008']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Emergency', 'Contact', '692-636-0368x0858']","[17, 17, 17]"
"['Emergency', 'Contact', '001-543-372-1326x77638']","[17, 17, 17]"
"['KL16', '7214011880', 'Issued', 'on', '12-07-2029', 'Expires', 'on', '08-03-2025']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Blood', 'Group', 'B-', 'Organ', 'Donor', 'NO']","[13, 13, 13, 14, 14, 14]"
"['Permanent', 'Address', '3843', 'Kellie', 'Mountains', 'Riverafurt,', 'NY', '94344', 'Present', 'Address', '81801', 'Ramirez', 'Expressway', 'Lake', 'Stephaniebury,', 'CT', '16628']","[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['KL32', '3218334233', 'Issued', 'on', '17-08-2010', 'Expires', 'on', '07-05-2018']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL36', '7892771428', 'Issued', 'on', '04-05-2017', 'Expires', 'on', '07-04-2026']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Permanent', 'Address', '0302', 'Daniel', 'Cliffs', 'Suite', '817', 'West', 'Gregorybury,', 'VI', '18923', 'Present', 'Address', '881', 'Amanda', 'Ridge', 'Apt.', '063', 'Port', 'Josefurt,', 'MI', '17578']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['KL34', '7472129960', 'Issued', 'on', '18-08-2020', 'Expires', 'on', '24-11-2010']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Blood', 'Group', 'A+', 'Organ', 'Donor', 'NO']","[13, 13, 13, 14, 14, 14]"
"['KL58', '8745594151', 'Issued', 'on', '06-09-2018', 'Expires', 'on', '29-03-2008']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Blood', 'Group', 'A+', 'Organ', 'Donor', 'NO']","[13, 13, 13, 14, 14, 14]"
"['Blood', 'Group', 'AB+', 'Organ', 'Donor', 'YES']","[13, 13, 13, 14, 14, 14]"
"['Blood', 'Group', 'AB+', 'Organ', 'Donor', 'YES']","[13, 13, 13, 14, 14, 14]"
"['Lacey', 'Smith', 'DOB', '27-11-2016']","[0, 0, 3, 3]"
"['KL92', '8774618469', 'Issued', 'on', '11-11-2012', 'Expires', 'on', '29-06-2008']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Emergency', 'Contact', '8014792513']","[17, 17, 17]"
"['KL45', '9148975433', 'Issued', 'on', '05-07-2010', 'Expires', 'on', '31-10-2011']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL41', '1039831311', 'Issued', 'on', '06-09-2023', 'Expires', 'on', '25-05-2027']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Blood', 'Group', 'B-', 'Organ', 'Donor', 'NO']","[13, 13, 13, 14, 14, 14]"
"['Emergency', 'Contact', '3136702098']","[17, 17, 17]"
"['KL36', '8133735342', 'Issued', 'on', '13-05-2005', 'Expires', 'on', '28-09-2007']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Blood', 'Group', 'O-', 'Organ', 'Donor', 'YES']","[13, 13, 13, 14, 14, 14]"
"['Blood', 'Group', 'B-', 'Organ', 'Donor', 'YES']","[13, 13, 13, 14, 14, 14]"
"['Permanent', 'Address', '9613', 'Johnson', 'Mountain', 'Suite', '272', 'Lake', 'Juliastad,', 'AR', '91741', 'Present', 'Address', '3533', 'Michael', 'Creek', 'Pagechester,', 'DC', '43159']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Emergency', 'Contact', '204-794-6173']","[17, 17, 17]"
"['KL24', '4378235671', 'Issued', 'on', '05-11-2027', 'Expires', 'on', '27-09-2007']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL36', '6609505682', 'Issued', 'on', '04-01-2030', 'Expires', 'on', '11-09-2016']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Permanent', 'Address', '209', 'Ramos', 'Centers', 'West', 'Theresa,', 'NJ', '41054', 'Present', 'Address', '9665', 'Joel', 'Causeway', 'Port', 'Patrick,', 'TN', '68327']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Heidi', 'Ramirez', 'DOB', '23-09-2012']","[0, 0, 3, 3]"
"['KL51', '5405906442', 'Issued', 'on', '13-10-2025', 'Expires', 'on', '22-08-2008']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL70', '9736920270', 'Issued', 'on', '16-03-2025', 'Expires', 'on', '02-02-2016']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Emergency', 'Contact', '600.808.4162x67501']","[17, 17, 17]"
"['Mariah', 'Adams', 'DOB', '16-07-2017']","[0, 0, 3, 3]"
"['KL58', '1729028760', 'Issued', 'on', '20-05-2005', 'Expires', 'on', '21-10-2005']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL54', '4853396111', 'Issued', 'on', '10-11-2012', 'Expires', 'on', '06-11-2024']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL18', '7338037591', 'Issued', 'on', '24-11-2013', 'Expires', 'on', '28-09-2026']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Jacqueline', 'Wilkinson', 'DOB', '31-07-2022']","[0, 0, 3, 3]"
"['Emergency', 'Contact', '001-546-442-0181x902']","[17, 17, 17]"
"['Blood', 'Group', 'B-', 'Organ', 'Donor', 'YES']","[13, 13, 13, 14, 14, 14]"
"['KL70', '2103212258', 'Issued', 'on', '10-04-2005', 'Expires', 'on', '05-06-2008']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL79', '4076550759', 'Issued', 'on', '20-12-2017', 'Expires', 'on', '15-01-2017']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Blood', 'Group', 'B-', 'Organ', 'Donor', 'YES']","[13, 13, 13, 14, 14, 14]"
"['KL26', '1612443156', 'Issued', 'on', '10-10-2008', 'Expires', 'on', '13-08-2025']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Permanent', 'Address', '0917', 'Johnson', 'Junctions', 'Lake', 'Bethburgh,', 'MS', '60987', 'Present', 'Address', '46162', 'Emily', 'Passage', 'Suite', '396', 'Rogerside,', 'MP', '99937']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Permanent', 'Address', '20487', 'Pamela', 'Village', 'South', 'Krista,', 'MA', '30317', 'Present', 'Address', '1442', 'Wilson', 'Prairie', 'Suite', '453', 'Port', 'Kennethshire,', 'MN', '47048']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Permanent', 'Address', '29069', 'Torres', 'Flat', 'Rogerview,', 'DC', '59362', 'Present', 'Address', '61090', 'Jose', 'Centers', 'Apt.', '464', 'Williamsborough,', 'MT', '01291']","[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['KL88', '1451951731', 'Issued', 'on', '28-02-2020', 'Expires', 'on', '04-04-2015']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL33', '6588216930', 'Issued', 'on', '08-01-2009', 'Expires', 'on', '09-12-2021']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Permanent', 'Address', '22525', 'Odonnell', 'Flats', 'Apt.', '341', 'Fisherburgh,', 'ND', '04192', 'Present', 'Address', 'PSC', '5417,', 'Box', '5401', 'APO', 'AA', '32918']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Blood', 'Group', 'AB+', 'Organ', 'Donor', 'YES']","[13, 13, 13, 14, 14, 14]"
"['KL57', '3839840224', 'Issued', 'on', '24-06-2020', 'Expires', 'on', '03-02-2026']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Permanent', 'Address', '281', 'Lopez', 'Ford', 'Apt.', '969', 'North', 'Kathleenside,', 'GA', '77183', 'Present', 'Address', '1206', 'Hughes', 'Stravenue', 'Suite', '764', 'Petersstad,', 'MS', '22727']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Anthony', 'Green', 'DOB', '17-03-2017']","[0, 0, 3, 3]"
"['KL59', '3713904908', 'Issued', 'on', '04-03-2007', 'Expires', 'on', '08-05-2028']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Emergency', 'Contact', '243-499-9257']","[17, 17, 17]"
"['Barbara', 'Thomas', 'DOB', '30-11-2016']","[0, 0, 3, 3]"
"['KL91', '4413520679', 'Issued', 'on', '03-08-2026', 'Expires', 'on', '05-08-2016']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL51', '9640239444', 'Issued', 'on', '03-11-2008', 'Expires', 'on', '25-09-2013']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Blood', 'Group', 'AB+', 'Organ', 'Donor', 'YES']","[13, 13, 13, 14, 14, 14]"
"['Permanent', 'Address', '5203', 'Sheila', 'Spring', 'Rogersshire,', 'DE', '70850', 'Present', 'Address', '805', 'Alyssa', 'Ford', 'Port', 'Michelleborough,', 'AL', '57263']","[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Emergency', 'Contact', '930.983.0388x4016']","[17, 17, 17]"
"['Permanent', 'Address', '191', 'Mark', 'Vista', 'Ibarrashire,', 'NH', '05089', 'Present', 'Address', '4540', 'Garza', 'Crescent', 'Suite', '387', 'Ruizside,', 'SD', '40502']","[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Blood', 'Group', 'B-', 'Organ', 'Donor', 'NO']","[13, 13, 13, 14, 14, 14]"
"['Permanent', 'Address', '567', 'Franklin', 'Rapid', 'Suite', '929', 'Whitechester,', 'IN', '22005', 'Present', 'Address', '43703', 'Ashley', 'Canyon', 'Robertmouth,', 'TX', '14815']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Blood', 'Group', 'A+', 'Organ', 'Donor', 'NO']","[13, 13, 13, 14, 14, 14]"
"['Permanent', 'Address', 'PSC', '4134,', 'Box', '3076', 'APO', 'AP', '85943', 'Present', 'Address', '876', 'Danielle', 'Summit', 'Johnsonstad,', 'AS', '95000']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Blood', 'Group', 'AB+', 'Organ', 'Donor', 'NO']","[13, 13, 13, 14, 14, 14]"
"['Lauren', 'Ruiz', 'DOB', '14-06-2005']","[0, 0, 3, 3]"
"['KL53', '7652478210', 'Issued', 'on', '25-08-2010', 'Expires', 'on', '11-05-2028']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Permanent', 'Address', '3743', 'Wright', 'Cape', 'East', 'Tarahaven,', 'KS', '25768', 'Present', 'Address', '7168', 'Robert', 'Circles', 'Lake', 'Yolandamouth,', 'MS', '22858']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Permanent', 'Address', '7873', 'Collins', 'Harbors', 'Sarahchester,', 'VI', '40519', 'Present', 'Address', '16885', 'Richard', 'Fort', 'Walshtown,', 'AL', '71992']","[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2]"
"['KL76', '2128989501', 'Issued', 'on', '21-03-2027', 'Expires', 'on', '25-12-2022']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Emergency', 'Contact', '+1-343-883-0148x578']","[17, 17, 17]"
"['Blood', 'Group', 'A+', 'Organ', 'Donor', 'YES']","[13, 13, 13, 14, 14, 14]"
"['KL68', '4565157685', 'Issued', 'on', '27-11-2017', 'Expires', 'on', '14-12-2019']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL47', '6788002059', 'Issued', 'on', '13-07-2005', 'Expires', 'on', '10-11-2022']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Blood', 'Group', 'A+', 'Organ', 'Donor', 'YES']","[13, 13, 13, 14, 14, 14]"
"['Blood', 'Group', 'B-', 'Organ', 'Donor', 'YES']","[13, 13, 13, 14, 14, 14]"
"['Emergency', 'Contact', '404.818.9024x46288']","[17, 17, 17]"
"['KL12', '8492981900', 'Issued', 'on', '07-06-2007', 'Expires', 'on', '05-02-2021']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Blood', 'Group', 'B-', 'Organ', 'Donor', 'YES']","[13, 13, 13, 14, 14, 14]"
"['Emergency', 'Contact', '346.608.7363']","[17, 17, 17]"
"['Blood', 'Group', 'B-', 'Organ', 'Donor', 'YES']","[13, 13, 13, 14, 14, 14]"
"['Blood', 'Group', 'A+', 'Organ', 'Donor', 'YES']","[13, 13, 13, 14, 14, 14]"
"['Permanent', 'Address', '137', 'Kathryn', 'Radial', 'New', 'Julie,', 'AL', '40547', 'Present', 'Address', '83491', 'Richard', 'Overpass', 'Scottburgh,', 'VA', '63058']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Emergency', 'Contact', '486.981.3372']","[17, 17, 17]"
"['KL29', '6163393045', 'Issued', 'on', '12-11-2028', 'Expires', 'on', '13-03-2024']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL61', '6568409761', 'Issued', 'on', '17-09-2008', 'Expires', 'on', '11-03-2024']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Gregory', 'Clark', 'DOB', '02-12-2024']","[0, 0, 3, 3]"
"['Michael', 'Nichols', 'DOB', '12-05-2006']","[0, 0, 3, 3]"
"['Emergency', 'Contact', '(513)667-1603']","[17, 17, 17]"
"['Blood', 'Group', 'B-', 'Organ', 'Donor', 'NO']","[13, 13, 13, 14, 14, 14]"
"['KL42', '8164521570', 'Issued', 'on', '03-09-2007', 'Expires', 'on', '25-11-2029']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL88', '1286967409', 'Issued', 'on', '24-04-2021', 'Expires', 'on', '06-12-2022']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Emergency', 'Contact', '660.328.7490x726']","[17, 17, 17]"
"['KL71', '4532358298', 'Issued', 'on', '30-04-2005', 'Expires', 'on', '18-09-2016']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Emergency', 'Contact', '001-503-991-6781x288']","[17, 17, 17]"
"['Emergency', 'Contact', '+1-339-685-9308x227']","[17, 17, 17]"
"['Gregory', 'Watkins', 'DOB', '15-07-2013']","[0, 0, 3, 3]"
"['KL30', '8069879617', 'Issued', 'on', '20-07-2019', 'Expires', 'on', '11-04-2025']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Blood', 'Group', 'B-', 'Organ', 'Donor', 'YES']","[13, 13, 13, 14, 14, 14]"
"['Emergency', 'Contact', '423.520.7248x61156']","[17, 17, 17]"
"['KL45', '2724173979', 'Issued', 'on', '20-12-2006', 'Expires', 'on', '05-11-2028']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Permanent', 'Address', '94670', 'Joshua', 'Club', 'New', 'Paige,', 'AL', '33966', 'Present', 'Address', '08362', 'Dunn', 'Inlet', 'Richardborough,', 'GU', '59309']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Permanent', 'Address', '173', 'Lauren', 'Mount', 'Suite', '063', 'Daniellebury,', 'MT', '73551', 'Present', 'Address', '5741', 'Wheeler', 'Glen', 'South', 'Richard,', 'VT', '32441']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Permanent', 'Address', '561', 'Gomez', 'Junctions', 'Suite', '777', 'Annaview,', 'MA', '66705', 'Present', 'Address', '837', 'Collins', 'Wells', 'East', 'Katherine,', 'FM', '49958']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['KL28', '8182207815', 'Issued', 'on', '23-06-2006', 'Expires', 'on', '18-10-2014']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Emergency', 'Contact', '(244)450-2567']","[17, 17, 17]"
"['KL25', '7531014369', 'Issued', 'on', '20-04-2009', 'Expires', 'on', '05-07-2021']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Blood', 'Group', 'O-', 'Organ', 'Donor', 'YES']","[13, 13, 13, 14, 14, 14]"
"['Permanent', 'Address', '598', 'Robin', 'Trace', 'Lake', 'Aaronbury,', 'NV', '94973', 'Present', 'Address', '403', 'Kevin', 'Overpass', 'Christopherburgh,', 'NE', '80578']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2]"
"['KL25', '7915050665', 'Issued', 'on', '16-11-2023', 'Expires', 'on', '11-07-2005']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL53', '9054075042', 'Issued', 'on', '21-08-2022', 'Expires', 'on', '28-01-2030']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Francis', 'Wilson', 'DOB', '11-01-2023']","[0, 0, 3, 3]"
"['KL42', '7298679849', 'Issued', 'on', '05-04-2019', 'Expires', 'on', '28-08-2008']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Permanent', 'Address', '78393', 'Jimmy', 'Road', 'Suite', '027', 'Briannaburgh,', 'MI', '06111', 'Present', 'Address', '7555', 'Turner', 'Lane', 'Apt.', '281', 'Lake', 'Rebeccafort,', 'TN', '98571']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Emergency', 'Contact', '001-805-260-5573x84109']","[17, 17, 17]"
"['Permanent', 'Address', '1615', 'Tonya', 'Mill', 'Suite', '602', 'Kellystad,', 'MS', '79252', 'Present', 'Address', '143', 'Katherine', 'Wells', 'Delacruzmouth,', 'MA', '60554']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Emergency', 'Contact', '554-460-6834x26053']","[17, 17, 17]"
"['Emergency', 'Contact', '+1-749-296-9660x8187']","[17, 17, 17]"
"['KL23', '9010479383', 'Issued', 'on', '05-01-2015', 'Expires', 'on', '14-11-2008']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL95', '7152443211', 'Issued', 'on', '14-01-2015', 'Expires', 'on', '15-12-2026']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL23', '7476052850', 'Issued', 'on', '13-11-2005', 'Expires', 'on', '07-10-2011']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Blood', 'Group', 'AB+', 'Organ', 'Donor', 'NO']","[13, 13, 13, 14, 14, 14]"
"['KL22', '3085416061', 'Issued', 'on', '16-06-2019', 'Expires', 'on', '15-10-2012']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Permanent', 'Address', 'USCGC', 'Green', 'FPO', 'AE', '18603', 'Present', 'Address', '93790', 'Eric', 'Summit', 'Apt.', '094', 'Jasonland,', 'TX', '21908']","[1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['KL65', '8153819885', 'Issued', 'on', '31-01-2008', 'Expires', 'on', '29-11-2011']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL72', '2643199628', 'Issued', 'on', '18-07-2014', 'Expires', 'on', '16-06-2029']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Permanent', 'Address', '990', 'Thomas', 'Junctions', 'Suite', '687', 'East', 'Brian,', 'SD', '27992', 'Present', 'Address', 'USNV', 'Griffin', 'FPO', 'AP', '26464']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2]"
"['Permanent', 'Address', '510', 'Garcia', 'Locks', 'Gibsonfurt,', 'NM', '79957', 'Present', 'Address', '224', 'Mendoza', 'Mountain', 'New', 'Robertmouth,', 'MA', '59686']","[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Emergency', 'Contact', '001-412-609-4540']","[17, 17, 17]"
"['Christina', 'Frost', 'DOB', '05-03-2023']","[0, 0, 3, 3]"
"['Permanent', 'Address', '9413', 'Hughes', 'Groves', 'Suite', '899', 'Morrisontown,', 'NC', '63275', 'Present', 'Address', '141', 'Marcus', 'Camp', 'Chelseaport,', 'WY', '38646']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2]"
