tokens,ner_tags
"['KL45', '9553561889', 'Issued', 'on', '08-11-2019', 'Expires', 'on', '05-06-2017']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Blood', 'Group', 'B-', 'Organ', 'Donor', 'YES']","[13, 13, 13, 14, 14, 14]"
"['KL94', '6330710675', 'Issued', 'on', '20-03-2012', 'Expires', 'on', '27-03-2008']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Blood', 'Group', 'A+', 'Organ', 'Donor', 'YES']","[13, 13, 13, 14, 14, 14]"
"['Permanent', 'Address', '148', 'Archer', 'Wells', 'Apt.', '455', 'Lawrenceview,', 'ME', '25479', 'Present', 'Address', '167', 'Roberts', 'Branch', 'Suite', '272', 'Cindyburgh,', 'ME', '64310']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Robert', 'Smith', 'DOB', '04-08-2006']","[0, 0, 3, 3]"
"['Blood', 'Group', 'B-', 'Organ', 'Donor', 'YES']","[13, 13, 13, 14, 14, 14]"
"['KL50', '8291250562', 'Issued', 'on', '04-08-2012', 'Expires', 'on', '30-10-2014']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Becky', 'Freeman', 'DOB', '16-05-2005']","[0, 0, 3, 3]"
"['KL99', '5073211715', 'Issued', 'on', '03-11-2019', 'Expires', 'on', '08-03-2017']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Emergency', 'Contact', '+1-800-342-5488x21423']","[17, 17, 17]"
"['Emergency', 'Contact', '630-475-3666x1449']","[17, 17, 17]"
"['Meghan', 'Morris', 'DOB', '14-11-2024']","[0, 0, 3, 3]"
"['Blood', 'Group', 'B-', 'Organ', 'Donor', 'NO']","[13, 13, 13, 14, 14, 14]"
"['KL17', '1939777262', 'Issued', 'on', '07-12-2009', 'Expires', 'on', '13-06-2028']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Blood', 'Group', 'A+', 'Organ', 'Donor', 'NO']","[13, 13, 13, 14, 14, 14]"
"['Danielle', 'Butler', 'DOB', '27-12-2011']","[0, 0, 3, 3]"
"['KL26', '9023931339', 'Issued', 'on', '11-06-2015', 'Expires', 'on', '30-07-2015']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL28', '4939447721', 'Issued', 'on', '10-02-2008', 'Expires', 'on', '26-04-2015']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Emergency', 'Contact', '001-978-726-6128']","[17, 17, 17]"
"['Emergency', 'Contact', '457.656.7667x08061']","[17, 17, 17]"
"['Emergency', 'Contact', '298.852.9894']","[17, 17, 17]"
"['Michael', 'Ford', 'DOB', '28-10-2022']","[0, 0, 3, 3]"
"['Blood', 'Group', 'O-', 'Organ', 'Donor', 'YES']","[13, 13, 13, 14, 14, 14]"
"['KL51', '9369574998', 'Issued', 'on', '09-11-2020', 'Expires', 'on', '18-01-2007']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Emergency', 'Contact', '904-715-9149']","[17, 17, 17]"
"['Barbara', 'Richards', 'DOB', '31-07-2022']","[0, 0, 3, 3]"
"['Permanent', 'Address', '382', 'Taylor', 'Spring', 'West', 'Courtney,', 'VA', '01346', 'Present', 'Address', '10291', 'John', 'Cove', 'Johnsonhaven,', 'NV', '51712']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2]"
"['KL81', '8675071314', 'Issued', 'on', '03-02-2007', 'Expires', 'on', '05-05-2009']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL85', '4498054328', 'Issued', 'on', '28-05-2015', 'Expires', 'on', '18-12-2018']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Blood', 'Group', 'AB+', 'Organ', 'Donor', 'YES']","[13, 13, 13, 14, 14, 14]"
"['KL10', '1139082827', 'Issued', 'on', '28-08-2021', 'Expires', 'on', '18-06-2011']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Permanent', 'Address', '791', 'Thomas', 'Brooks', 'Apt.', '232', 'South', 'Timothy,', 'LA', '87996', 'Present', 'Address', '4661', 'Butler', 'Manors', 'Apt.', '047', 'New', 'Pedroshire,', 'ME', '04968']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Stephanie', 'Harvey', 'DOB', '25-08-2006']","[0, 0, 3, 3]"
"['Heather', 'Taylor', 'DOB', '19-10-2029']","[0, 0, 3, 3]"
"['KL82', '3131098613', 'Issued', 'on', '17-10-2020', 'Expires', 'on', '15-08-2014']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL19', '6317152031', 'Issued', 'on', '05-07-2005', 'Expires', 'on', '02-08-2010']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Scott', 'Gordon', 'DOB', '25-01-2017']","[0, 0, 3, 3]"
"['KL21', '6737000272', 'Issued', 'on', '24-03-2029', 'Expires', 'on', '24-01-2023']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL36', '5586143660', 'Issued', 'on', '28-06-2018', 'Expires', 'on', '27-08-2022']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL23', '4094152811', 'Issued', 'on', '03-05-2007', 'Expires', 'on', '19-02-2011']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL66', '8441393731', 'Issued', 'on', '08-07-2027', 'Expires', 'on', '08-05-2010']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Nathan', 'Morgan', 'DOB', '13-07-2029']","[0, 0, 3, 3]"
"['Emergency', 'Contact', '(444)661-7679']","[17, 17, 17]"
"['Blood', 'Group', 'O-', 'Organ', 'Donor', 'NO']","[13, 13, 13, 14, 14, 14]"
"['Blood', 'Group', 'A+', 'Organ', 'Donor', 'NO']","[13, 13, 13, 14, 14, 14]"
"['Emergency', 'Contact', '(259)295-9961']","[17, 17, 17]"
"['Permanent', 'Address', '11775', 'Tina', 'Valley', 'North', 'Rachel,', 'HI', '95942', 'Present', 'Address', '09410', 'Scott', 'Landing', 'Apt.', '251', 'Grayshire,', 'OH', '26680']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Emergency', 'Contact', '547.374.3326']","[17, 17, 17]"
"['KL67', '4632522232', 'Issued', 'on', '02-01-2025', 'Expires', 'on', '09-01-2006']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL50', '1449790661', 'Issued', 'on', '09-08-2026', 'Expires', 'on', '13-12-2027']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL58', '9912067529', 'Issued', 'on', '21-06-2008', 'Expires', 'on', '15-02-2012']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Charles', 'Smith', 'DOB', '30-01-2019']","[0, 0, 3, 3]"
"['Sharon', 'Peterson', 'DOB', '01-06-2028']","[0, 0, 3, 3]"
"['KL88', '9131344493', 'Issued', 'on', '13-01-2030', 'Expires', 'on', '23-12-2029']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Permanent', 'Address', '39785', 'Montgomery', 'Points', 'Apt.', '176', 'Sawyershire,', 'CO', '17172', 'Present', 'Address', '17309', 'Johnson', 'View', 'Suite', '465', 'Port', 'Monicaport,', 'CA', '70548']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Blood', 'Group', 'B-', 'Organ', 'Donor', 'NO']","[13, 13, 13, 14, 14, 14]"
"['KL22', '2422040412', 'Issued', 'on', '10-10-2024', 'Expires', 'on', '30-05-2013']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Tara', 'Porter', 'DOB', '13-10-2018']","[0, 0, 3, 3]"
"['Blood', 'Group', 'AB+', 'Organ', 'Donor', 'NO']","[13, 13, 13, 14, 14, 14]"
"['KL22', '5508149905', 'Issued', 'on', '01-04-2026', 'Expires', 'on', '15-02-2007']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Permanent', 'Address', '740', 'Matthew', 'Green', 'West', 'Pamela,', 'AR', '18757', 'Present', 'Address', '037', 'Linda', 'Port', 'Apt.', '516', 'New', 'Timothyberg,', 'KY', '95309']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Emergency', 'Contact', '6105783567']","[17, 17, 17]"
"['KL56', '5311355060', 'Issued', 'on', '05-12-2005', 'Expires', 'on', '30-01-2007']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL94', '3062994753', 'Issued', 'on', '04-02-2006', 'Expires', 'on', '15-11-2011']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL36', '5646880148', 'Issued', 'on', '17-05-2023', 'Expires', 'on', '21-11-2025']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Emergency', 'Contact', '(908)370-6626x6821']","[17, 17, 17]"
"['KL60', '7317658317', 'Issued', 'on', '23-02-2026', 'Expires', 'on', '16-09-2017']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Emergency', 'Contact', '(235)260-3319x036']","[17, 17, 17]"
"['KL92', '7631970791', 'Issued', 'on', '09-09-2029', 'Expires', 'on', '13-09-2013']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL58', '2586568081', 'Issued', 'on', '18-02-2007', 'Expires', 'on', '22-10-2007']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Blood', 'Group', 'AB+', 'Organ', 'Donor', 'NO']","[13, 13, 13, 14, 14, 14]"
"['Blood', 'Group', 'B-', 'Organ', 'Donor', 'NO']","[13, 13, 13, 14, 14, 14]"
"['Permanent', 'Address', '40559', 'Whitney', 'Curve', 'Suite', '711', 'West', 'Shawnaborough,', 'NM', '92940', 'Present', 'Address', '74584', 'Alison', 'Grove', 'Suite', '881', 'West', 'Rachelfort,', 'KY', '10783']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['KL99', '3866755218', 'Issued', 'on', '15-02-2012', 'Expires', 'on', '12-11-2009']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL54', '7539441086', 'Issued', 'on', '04-12-2022', 'Expires', 'on', '16-01-2013']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Juan', 'Martinez', 'DOB', '11-11-2029']","[0, 0, 3, 3]"
"['Permanent', 'Address', '37710', 'Huff', 'Groves', 'Briannaport,', 'GU', '11575', 'Present', 'Address', '0667', 'Jeffrey', 'Light', 'Apt.', '680', 'Anthonystad,', 'AK', '80289']","[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Gabrielle', 'Clayton', 'DOB', '17-02-2014']","[0, 0, 3, 3]"
"['Permanent', 'Address', '59660', 'Angela', 'Stravenue', 'Micheleside,', 'NH', '56053', 'Present', 'Address', '67320', 'Marsh', 'Harbor', 'Apt.', '384', 'Ashleyton,', 'RI', '36450']","[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['KL48', '5634076661', 'Issued', 'on', '03-07-2017', 'Expires', 'on', '05-05-2014']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Rachel', 'Patrick', 'DOB', '19-11-2025']","[0, 0, 3, 3]"
"['Permanent', 'Address', '542', 'Ford', 'Mill', 'Apt.', '705', 'Littleside,', 'IL', '54058', 'Present', 'Address', '9851', 'White', 'Trafficway', 'Jordanfort,', 'DC', '30309']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Blood', 'Group', 'B-', 'Organ', 'Donor', 'YES']","[13, 13, 13, 14, 14, 14]"
"['Bridget', 'Williamson', 'DOB', '20-11-2006']","[0, 0, 3, 3]"
"['Blood', 'Group', 'B-', 'Organ', 'Donor', 'YES']","[13, 13, 13, 14, 14, 14]"
"['Emergency', 'Contact', '510.228.7950']","[17, 17, 17]"
"['KL64', '8228968839', 'Issued', 'on', '06-07-2029', 'Expires', 'on', '05-01-2014']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL90', '7850677534', 'Issued', 'on', '16-12-2013', 'Expires', 'on', '30-09-2005']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL18', '5668747327', 'Issued', 'on', '12-04-2028', 'Expires', 'on', '22-03-2017']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Permanent', 'Address', '351', 'William', 'Creek', 'East', 'Jamesshire,', 'MN', '89763', 'Present', 'Address', '2059', 'Rogers', 'Lodge', 'Suite', '749', 'East', 'Michealport,', 'FL', '77994']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Permanent', 'Address', '8895', 'Nicholas', 'Prairie', 'Lake', 'Jessicafurt,', 'WV', '85594', 'Present', 'Address', '98986', 'Melanie', 'Pines', 'New', 'Thomashaven,', 'NC', '58306']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Emergency', 'Contact', '943-894-3535x37513']","[17, 17, 17]"
"['Blood', 'Group', 'A+', 'Organ', 'Donor', 'NO']","[13, 13, 13, 14, 14, 14]"
"['KL29', '5035765954', 'Issued', 'on', '06-07-2017', 'Expires', 'on', '29-11-2007']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Jonathan', 'Melendez', 'DOB', '06-06-2027']","[0, 0, 3, 3]"
"['Permanent', 'Address', '6392', 'Kimberly', 'Lodge', 'New', 'Jorge,', 'LA', '45271', 'Present', 'Address', '6829', 'Chen', 'Trail', 'East', 'Nancy,', 'AL', '22360']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['KL46', '9075121701', 'Issued', 'on', '23-04-2009', 'Expires', 'on', '11-06-2019']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Emergency', 'Contact', '887-812-0602x128']","[17, 17, 17]"
"['KL93', '7910439839', 'Issued', 'on', '03-04-2017', 'Expires', 'on', '14-07-2009']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL45', '2730759996', 'Issued', 'on', '20-11-2018', 'Expires', 'on', '29-11-2028']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Permanent', 'Address', '55999', 'Virginia', 'Cape', 'Apt.', '576', 'Yangchester,', 'LA', '99809', 'Present', 'Address', '298', 'Edwin', 'Avenue', 'Emilymouth,', 'MS', '42501']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Permanent', 'Address', '34750', 'Mitchell', 'Lights', 'Suite', '220', 'South', 'April,', 'OK', '81172', 'Present', 'Address', '2144', 'Gonzales', 'Extension', 'Suite', '491', 'Lake', 'Joshua,', 'CT', '27612']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Blood', 'Group', 'O-', 'Organ', 'Donor', 'NO']","[13, 13, 13, 14, 14, 14]"
"['Permanent', 'Address', '90883', 'Tracy', 'View', 'West', 'Jamesshire,', 'NE', '96457', 'Present', 'Address', '4117', 'Snyder', 'Corners', 'West', 'Jessica,', 'DE', '46863']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['KL70', '9249923427', 'Issued', 'on', '21-11-2007', 'Expires', 'on', '07-10-2012']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Emergency', 'Contact', '001-315-728-5478x1506']","[17, 17, 17]"
"['KL48', '6630484376', 'Issued', 'on', '05-09-2011', 'Expires', 'on', '10-03-2024']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Emergency', 'Contact', '+1-900-632-9633x47272']","[17, 17, 17]"
"['Emergency', 'Contact', '(531)483-0617']","[17, 17, 17]"
"['Permanent', 'Address', '693', 'Washington', 'Shoals', 'Apt.', '434', 'Henryfurt,', 'PA', '47310', 'Present', 'Address', '31467', 'Wright', 'Manors', 'Apt.', '275', 'West', 'Heidiberg,', 'WI', '63905']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Sharon', 'Burke', 'DOB', '31-07-2028']","[0, 0, 3, 3]"
"['KL48', '8841851495', 'Issued', 'on', '10-03-2013', 'Expires', 'on', '08-03-2006']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL63', '1383484123', 'Issued', 'on', '05-02-2015', 'Expires', 'on', '25-04-2014']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Blood', 'Group', 'O-', 'Organ', 'Donor', 'NO']","[13, 13, 13, 14, 14, 14]"
"['Emergency', 'Contact', '236.608.5456x67664']","[17, 17, 17]"
"['Emergency', 'Contact', '735.404.7639x2831']","[17, 17, 17]"
"['Emergency', 'Contact', '+1-580-706-1558x108']","[17, 17, 17]"
"['Blood', 'Group', 'B-', 'Organ', 'Donor', 'YES']","[13, 13, 13, 14, 14, 14]"
"['KL74', '2732526008', 'Issued', 'on', '02-06-2023', 'Expires', 'on', '14-12-2011']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Emergency', 'Contact', '(586)534-2556']","[17, 17, 17]"
"['Blood', 'Group', 'A+', 'Organ', 'Donor', 'YES']","[13, 13, 13, 14, 14, 14]"
"['KL35', '4594787485', 'Issued', 'on', '30-08-2005', 'Expires', 'on', '05-06-2006']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL68', '6150137259', 'Issued', 'on', '17-11-2005', 'Expires', 'on', '11-02-2023']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Blood', 'Group', 'O-', 'Organ', 'Donor', 'NO']","[13, 13, 13, 14, 14, 14]"
"['Permanent', 'Address', '0244', 'Jerry', 'Trail', 'Apt.', '041', 'Riosberg,', 'GU', '97563', 'Present', 'Address', '18600', 'Cody', 'Radial', 'Leeport,', 'WY', '42932']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2]"
"['KL13', '6334083514', 'Issued', 'on', '31-08-2019', 'Expires', 'on', '19-08-2022']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Blood', 'Group', 'O-', 'Organ', 'Donor', 'YES']","[13, 13, 13, 14, 14, 14]"
"['Elizabeth', 'Stevens', 'DOB', '03-08-2008']","[0, 0, 3, 3]"
"['Blood', 'Group', 'AB+', 'Organ', 'Donor', 'NO']","[13, 13, 13, 14, 14, 14]"
"['KL43', '3958590550', 'Issued', 'on', '11-03-2014', 'Expires', 'on', '10-07-2027']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL59', '1213249628', 'Issued', 'on', '20-10-2024', 'Expires', 'on', '28-03-2021']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Emergency', 'Contact', '(846)213-6847x4883']","[17, 17, 17]"
"['Emergency', 'Contact', '965.381.7390x6375']","[17, 17, 17]"
"['KL38', '3780475472', 'Issued', 'on', '26-01-2027', 'Expires', 'on', '08-10-2015']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Permanent', 'Address', '82379', 'Christopher', 'Lodge', 'Millsshire,', 'WV', '30966', 'Present', 'Address', '6452', 'Marc', 'Port', 'Suite', '043', 'Gardnermouth,', 'SD', '31399']","[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['KL62', '3204526134', 'Issued', 'on', '24-02-2016', 'Expires', 'on', '23-11-2020']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Emergency', 'Contact', '001-378-481-1616x202']","[17, 17, 17]"
"['Sergio', 'Wilson', 'DOB', '19-08-2019']","[0, 0, 3, 3]"
"['Permanent', 'Address', '86604', 'Ryan', 'Hill', 'Suite', '859', 'Anneburgh,', 'FL', '38537', 'Present', 'Address', '589', 'Kennedy', 'Fords', 'Saraberg,', 'GA', '69232']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Blood', 'Group', 'B-', 'Organ', 'Donor', 'YES']","[13, 13, 13, 14, 14, 14]"
"['Permanent', 'Address', '56227', 'Victoria', 'Avenue', 'Suite', '331', 'Riveraton,', 'RI', '61933', 'Present', 'Address', '8350', 'Joshua', 'View', 'Silvaport,', 'MN', '82355']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2]"
"['KL42', '9345142789', 'Issued', 'on', '02-12-2018', 'Expires', 'on', '12-11-2013']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Permanent', 'Address', '92134', 'Jose', 'Cove', 'Port', 'Alexa,', 'SD', '50694', 'Present', 'Address', '973', 'Aaron', 'Fort', 'Apt.', '192', 'East', 'Thomas,', 'AL', '42881']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Permanent', 'Address', '87675', 'Mason', 'Crest', 'New', 'Phillip,', 'WI', '51033', 'Present', 'Address', '8581', 'Stephanie', 'Roads', 'Suite', '268', 'Henryview,', 'TX', '16261']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['KL58', '8952502057', 'Issued', 'on', '07-03-2024', 'Expires', 'on', '06-01-2020']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Blood', 'Group', 'B-', 'Organ', 'Donor', 'NO']","[13, 13, 13, 14, 14, 14]"
"['KL76', '1439427140', 'Issued', 'on', '21-05-2027', 'Expires', 'on', '17-01-2017']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Blood', 'Group', 'AB+', 'Organ', 'Donor', 'NO']","[13, 13, 13, 14, 14, 14]"
"['KL23', '3069050782', 'Issued', 'on', '04-04-2011', 'Expires', 'on', '22-01-2006']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL45', '8046300793', 'Issued', 'on', '22-08-2017', 'Expires', 'on', '21-01-2021']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Emergency', 'Contact', '001-556-239-8365x20375']","[17, 17, 17]"
"['KL93', '2283298067', 'Issued', 'on', '21-02-2025', 'Expires', 'on', '05-10-2015']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL40', '4864126433', 'Issued', 'on', '16-05-2016', 'Expires', 'on', '26-05-2008']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Emergency', 'Contact', '(648)209-4047x604']","[17, 17, 17]"
"['Emergency', 'Contact', '001-307-297-7278']","[17, 17, 17]"
"['Permanent', 'Address', '221', 'Flowers', 'Crest', 'South', 'Danaton,', 'MD', '13277', 'Present', 'Address', '90552', 'Black', 'Shores', 'Suite', '601', 'Port', 'Kathleen,', 'FL', '96046']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Permanent', 'Address', '0493', 'Thompson', 'Summit', 'West', 'Joshuastad,', 'DE', '45255', 'Present', 'Address', '711', 'Ian', 'Corners', 'West', 'Brittany,', 'AK', '22696']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Permanent', 'Address', '571', 'Kyle', 'Springs', 'Lake', 'Katelyn,', 'DC', '41197', 'Present', 'Address', '42956', 'Mary', 'Groves', 'Apt.', '244', 'Bakerfort,', 'MI', '76351']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Permanent', 'Address', '209', 'Moore', 'Port', 'Apt.', '654', 'West', 'Holly,', 'NY', '72801', 'Present', 'Address', '83437', 'Johnson', 'Crescent', 'Apt.', '727', 'Nathanfurt,', 'TN', '77622']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Permanent', 'Address', 'PSC', '5150,', 'Box', '2675', 'APO', 'AA', '85420', 'Present', 'Address', 'PSC', '2542,', 'Box', '7820', 'APO', 'AA', '81321']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Kenneth', 'Graham', 'DOB', '14-10-2018']","[0, 0, 3, 3]"
"['KL63', '7032706313', 'Issued', 'on', '24-04-2021', 'Expires', 'on', '27-06-2013']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Permanent', 'Address', '576', 'Williams', 'Wells', 'Apt.', '816', 'Schroedershire,', 'MO', '78236', 'Present', 'Address', '9839', 'David', 'Isle', 'North', 'Kyleberg,', 'AS', '45865']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Permanent', 'Address', '0232', 'Parker', 'Ferry', 'Port', 'James,', 'CO', '95414', 'Present', 'Address', '72517', 'Hale', 'Mountains', 'Suite', '731', 'Andersonberg,', 'MO', '43376']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Sally', 'Cross', 'DOB', '24-08-2019']","[0, 0, 3, 3]"
"['Emergency', 'Contact', '+1-768-715-7903x923']","[17, 17, 17]"
"['KL38', '3397657114', 'Issued', 'on', '05-10-2016', 'Expires', 'on', '05-04-2022']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL70', '1383539822', 'Issued', 'on', '02-04-2005', 'Expires', 'on', '21-12-2025']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Blood', 'Group', 'AB+', 'Organ', 'Donor', 'NO']","[13, 13, 13, 14, 14, 14]"
"['Emergency', 'Contact', '+1-761-832-7303x461']","[17, 17, 17]"
"['KL43', '7809974292', 'Issued', 'on', '15-06-2027', 'Expires', 'on', '27-04-2011']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Blood', 'Group', 'A+', 'Organ', 'Donor', 'NO']","[13, 13, 13, 14, 14, 14]"
"['KL91', '5600836559', 'Issued', 'on', '07-09-2019', 'Expires', 'on', '30-04-2010']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Emergency', 'Contact', '346-770-4622x6817']","[17, 17, 17]"
"['Blood', 'Group', 'O-', 'Organ', 'Donor', 'NO']","[13, 13, 13, 14, 14, 14]"
"['Blood', 'Group', 'B-', 'Organ', 'Donor', 'YES']","[13, 13, 13, 14, 14, 14]"
"['Ashley', 'Huffman', 'DOB', '12-08-2005']","[0, 0, 3, 3]"
"['KL82', '9532593594', 'Issued', 'on', '03-09-2010', 'Expires', 'on', '20-01-2016']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL33', '4345526911', 'Issued', 'on', '30-07-2009', 'Expires', 'on', '01-10-2024']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Blood', 'Group', 'B-', 'Organ', 'Donor', 'NO']","[13, 13, 13, 14, 14, 14]"
"['Permanent', 'Address', '76604', 'Green', 'Roads', 'Apt.', '978', 'Kimberlymouth,', 'PR', '70627', 'Present', 'Address', 'Unit', '1268', 'Box', '6120', 'DPO', 'AA', '93242']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['KL45', '4322338756', 'Issued', 'on', '12-04-2025', 'Expires', 'on', '21-12-2013']","[5, 5, 18, 6, 6, 18, 7, 7]"
